Name,Address,Number of Reviews,Hashtag,Phone,Pricing,Cuisine Type,Open Hours
Miod Malina,"315 Horn Lane Acton, London W3 0BU England",100,"#1,207",+44 20 8896 1234,$,"[' Polish', ' European', ' Soups']",12:00 PM - 9:00 PM
Benihana Chelsea,"77 Kings Road Chelsea, London SW3 4NX England",636,"#2,586",+44 20 7376 7799,$$$$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 10:00 PM
Padella,"6 Southwark Street, London SE1 1TQ England","1,430","#1,200",+ Add phone number,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",11:30 AM - 3:45 PM
Spaghetti House Bryanston Street,"47 Bryanston Street, London W1H 7DN England","1,040","#1,214",+44 20 7724 9615,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",9:00 AM - 10:00 PM
Busaba Hoxton Square,"319 Old Street Hoxton, London EC1V 9LE England",710,"#1,216",+44 20 7729 0808,$$ - $$$,"[' Asian', ' Thai', ' Vegetarian Friendly']",11:00 AM - 10:00 PM
Osteria Romana,"3-4 Park Close Knightsbridge, London SW1X 7PQ England","1,195",#167,+44 20 7584 5819,$$ - $$$,"[' Italian', ' Romana', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
The Jones Family Kitchen,"7-8 Eccleston Yard between Ebury Street and Eccleston Place, London SW1W 9AZ England",260,"#1,213",+44 20 3929 6000,$$ - $$$,"[' Steakhouse', ' British', ' Grill']",8:00 AM - 11:45 PM
One Twenty One Two,"2 Whitehall Court The Royal Horseguards, London SW1A 2EJ England",950,"#1,214",+44 20 3343 4270,$$$$,"[' European', ' British', ' Contemporary']",6:30 AM - 10:30 AM
The Fortnum's Bar & Restaurant at The Royal Exchange,"The Courtyard, The Royal Exchange, London EC3V 3LR England",635,"#1,215",+44 20 7734 8040,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",2:30 AM - 4:30 AM
StreetXO,"15 Old Burlington Street No longer trading, London W1S 2JR England","1,248","#1,216",+44 20 3096 7555,$$$$,"[' International', ' European', ' Asian']",12:30 PM - 3:30 PM
The Argyll Arms,"18 Argyll Street, London W1F 7TP England",736,"#1,217",+44 20 7734 6117,$$ - $$$,"[' Bar', ' British', ' Pub']",10:00 AM - 10:30 PM
Sheba,"136 Brick Lane, London E1 6RU England",714,"#4,013",+44 20 7247 7824,$$ - $$$,"[' Indian', ' Asian', ' Bangladeshi']",12:00 PM - 11:00 PM
The Royal Automobile Club,"89 Pall Mall, London SW1Y 5HS England",234,"#1,219",+44 20 7930 2345,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 AM - 11:59 PM
Connaught Bar,"16 Carlos Place Mayfair, London W1K 2AL England",375,"#1,219", See all hours,$$$$,"[' Bar', ' British']",4:00 PM - 1:00 AM
All Bar One Picton Place,"5-6 Picton Place, London W1U 1BL England",194,"#1,220",+44 20 7487 0161,$$ - $$$,"[' Bar', ' International', ' British']",11:00 AM - 10:30 PM
Grill off the Green,"10B Kew Green, Kew, Richmond-upon-Thames TW9 3BH England",82,#4,+44 20 8948 4433,$$ - $$$,"[' Steakhouse', ' British', ' Vegetarian Friendly']",12:00 PM - 7:30 PM
Chuan Young Restaurant,"68-70 Southampton Row, London WC1B 4AR England",1,"#11,506",Email,Chinese,[],12:00 PM - 10:00 PM
Branded Steaks,"51 High Street, Beckenham BR3 1AW England",458,#7,+44 20 8658 5757,$$ - $$$,"[' Steakhouse', ' British', ' Vegetarian Friendly']",11:30 AM - 9:00 PM
Kish Restaurant,"7-9 Kilburn High Road, London NW6 5SD England",446,"#1,222",+44 20 7624 2525,$$ - $$$,"[' Middle Eastern', ' Persian', ' Vegetarian Friendly']",8:00 AM - 12:30 AM
BAO Soho,"53 Lexington Street, London W1F 9AS England",955,"#1,223",+ Add phone number,$$ - $$$,"[' Asian', ' Taiwanese', ' Vegetarian Friendly']",12:00 PM - 9:00 PM
The Alfred Tennyson Pub Belgravia,"10 Motcomb Street, London SW1X 8LA England",677,"#1,224",+44 20 7730 6074,$$ - $$$,"[' Bar', ' European', ' British']",12:00 PM - 10:30 PM
Le Cafe du Marche,"22 Charterhouse Square Charterhouse Mews, London EC1M 6DX England",446,"#1,192",+44 20 7608 1609,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
Chimichurris,"132 Southwark Bridge Road, London SE1 0DG England",176,#177,+44 20 7928 7414,$$ - $$$,"[' Steakhouse', ' Barbecue', ' Grill']",12:00 PM - 10:00 PM
The Wellington,"351 Strand, London WC2R 0HS England","1,401","#1,225",+44 20 7836 2789,$$ - $$$,"[' Brew Pub', ' Bar', ' British']",12:00 PM - 10:30 PM
River Gardens Café,"20 River Gardens Walk Greenwich, London SE10 0FZ England",126,"#1,227",+44 20 8858 0369,$$ - $$$,"[' Cafe', ' British', ' Contemporary']",8:00 AM - 9:00 PM
Paradise Indian Restaurant,"5 Denbigh Street, London SW1V 2HF England",459,"#1,228",+44 20 7834 8746,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 2:00 PM
Banana Tree Soho,"103 Wardour Street, London W1F 0UG England","2,082","#1,229",+44 20 7437 1351,$$ - $$$,"[' Chinese', ' Asian', ' Thai']",12:00 PM - 10:30 PM
Miss Tapas,"46 Choumert Road, London SE15 4SE England",204,"#1,231",+44 20 3689 5050,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 3:00 PM
All Bar One Regent Street,"289-293 Regent Street, London W1B 2HJ England",661,"#1,227",+44 20 7636 8197,$$ - $$$,"[' Bar', ' International', ' British']",9:00 AM - 11:30 PM
Mercante,"Piccadilly Sheraton Grand London Park Lane, London W1J 7BX England",293,"#1,233",+44 20 7499 6321,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",6:30 AM - 11:00 AM
Market Halls Oxford Street,"9 Holles Street, London W1G 0BD England",42,"#5,821",+442045801290,$$ - $$$,"[' Mexican', ' Filipino', ' Sushi']",11:00 AM - 8:00 PM
Lyle's,"56 Shoreditch High Street Tea Building, London E1 6JJ England",528,"#1,240",+44 20 3011 5911,$$ - $$$,"[' European', ' British', ' Healthy']",12:00 PM - 2:15 PM
Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
Le Colombier,"145 Dovehouse Street Chelsea Square, London SW3 6LB England",344,"#1,237",+44 20 7351 1155,$$$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
The Carpenter's Arms,"12 Seymour Place Marylebone, London W1H 7NE England",157,#36, See all hours,$,"[' Bar', ' Pub']",12:00 PM - 10:30 PM
Zafferano,"15 Lowndes Street, London SW1X 9EY England",890,"#1,238",+44 20 7235 5800,$$$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 8:45 PM
Sicily by da Scalzo,"2A Elizabeth Street, London SW1W 9RB England","1,404","#1,239",+44 20 7730 5498,$$ - $$$,"[' Italian', ' Sicilian', ' Southern-Italian']",9:00 AM - 10:00 PM
Mimmo La Bufala,"45a South End Road, London NW3 2QB England",619,"#1,242",+44 20 7435 7814,$$ - $$$,"[' Italian', ' Pizza', ' Neapolitan']",12:00 PM - 11:00 PM
Forty Dean Street,"40 Dean Street, London W1D 4PX England",688,"#1,486",+44 20 7734 1853,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:30 PM
Benihana Covent Garden,"31 Maiden Ln Covent Garden, London WC2E 7JS England",79,"#2,996",+44 20 7494 2525,$$ - $$$,"[' Japanese', ' Steakhouse', ' Asian']",12:00 PM - 10:00 PM
Brioche Coffee & Brunch,"187 North End Road, London W14 9NL England",147,"#1,243",+44 20 3092 7735,$,"[' Cafe', ' European', ' Healthy']",7:30 AM - 3:30 PM
The Craft Beer Co. - Covent Garden,"168 High Holborn, WC1V 7AA, London England",312,"#1,244",+44 20 7240 0431,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 12:00 AM
Shilpa Indian Restaurant,"206 King Street Hammersmith, London W6 0RA England",435,"#1,246",+44 20 8741 3127,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
Hala,"29-30 Grand Parade, London N4 1LG England",579,"#1,246",+44 20 8802 4883,$$ - $$$,"[' Mediterranean', ' Barbecue', ' Turkish']",8:00 AM - 2:00 AM
Istanbul Meze Mangal,"222 High Street Colliers Wood, London SW19 2BH England",534,"#1,248",+44 20 8543 3123,$$ - $$$,"[' Mediterranean', ' Turkish', ' Grill']",12:00 PM - 12:00 AM
Maharaja of India,"19A Charing Cross Road, London WC2H 0ET England",387,#500,+44 20 3091 3500,$$ - $$$,"[' Indian', ' Beer restaurants', ' Vegetarian Friendly']",12:00 PM - 11:59 PM
Alessandros Ristorante Crystal Palace,"66 Westow Hill Crystal Palace, London SE19 1RX England",52,"#1,250","66 Westow Hill Crystal Palace, London SE19 1RX England",$$ - $$$,[' Italian'],12:00 PM - 11:00 PM
Banana Tree Angel,"412-416 St John Street, London EC1V 4NJ England",550,"#1,247",+44 20 7278 7565,$$ - $$$,"[' Chinese', ' Asian', ' Thai']",12:00 PM - 10:00 PM
Smiths of Wapping,"22 Wapping High Street, London E1W 1NJ England",111,"#1,254",+44 20 7488 3456,$$$$,"[' Seafood', ' British', ' Vegetarian Friendly']",Open Hours Not Found
Cord by Le Cordon Bleu,"85 Fleet Street, London EC4Y 1AE England",25,"#6,968", See all hours,$$$$,"[' International', ' European']",12:00 PM - 3:00 PM
Mnky Hse,"10 Dover Street, London W1S 4LQ England",831,"#1,250",+44 20 3870 4880,$$$$,"[' Mexican', ' Latin', ' Fusion']",6:00 PM - 2:00 AM
All Bar One The O2,"The O2, Unit 2 North Greenwich, London SE10 0DX England",532,"#1,258",+44 20 8305 9522,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 9:00 PM
Sheila's Cafe,"24A Craven Terrace Lancester Mews, London W2 3QH England",387,#418,+44 20 7402 8065,$,"[' Cafe', ' British', ' Vegetarian Friendly']",7:00 AM - 4:00 PM
FishWorks,"7-9 Swallow Street, London W1B 4DE England","1,169","#1,256",+44 20 7734 5813,$$ - $$$,"[' Seafood', ' Mediterranean', ' European']",12:00 PM - 10:00 PM
"The Gun, Docklands","27 Cold Harbour Docklands, London E14 9NS England","1,166","#1,259",+44 20 7519 0075,$$ - $$$,"[' Bar', ' British', ' Pub']",11:30 AM - 10:30 PM
The Princess of Wales,"27 Villiers Street, London WC2N 6ND England",467,"#1,262",+44 20 7484 0748,$$ - $$$,"[' British', ' Grill', ' Pub']",10:00 AM - 10:00 PM
Côte St Paul's,"26 Ludgate Hill, London EC4M 7DR England",883,"#1,260",+44 20 7236 4399,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",8:00 AM - 10:00 PM
Market Halls Oxford Street,"9 Holles Street, London W1G 0BD England",42,"#5,821",+442045801290,$$ - $$$,"[' Mexican', ' Filipino', ' Sushi']",11:00 AM - 8:00 PM
The Footman,"5 Charles Street, London W1J 5DF England",507,"#1,266",+44 20 7499 2988,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 10:00 PM
Bucks Head,"202 Camden High Street Camden Town, London NW1 8QR England",274,#37,+44 20 7284 1513,$$ - $$$,"[' Quick Bites', ' Bar', ' British']",12:00 PM - 10:00 PM
St. John,"26 St. John St, London EC1M 4AY England","1,197","#1,264",+44 20 7251 0848,$$ - $$$,"[' European', ' British', ' Gluten Free Options']",12:00 PM - 3:30 PM
Steakout Stratford,"150 The Grove, London E15 1NS England",123,"#7,018",+44 20 8534 1727,$$ - $$$,"[' Steakhouse', ' Grill', ' Halal']",12:00 PM - 11:00 PM
Franco Manca,"144 Chiswick High Road, London W4 1PU England","1,372","#1,241",+44 20 8747 4822,$,"[' Italian', ' Pizza', ' Neapolitan']",11:30 AM - 10:00 PM
St. John Bread and Wine,"94-96 Commercial Street, London E1 6LZ England",712,"#1,267",+44 20 7251 0848,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 3:00 PM
Kerridge's Bar & Grill,"No. 10 Northumberland Avenue, London WC2N 5AE England","1,046","#1,268",+44 20 7321 3244,$$$$,"[' British', ' Vegetarian Friendly', ' Gluten Free Options']",12:00 PM - 9:00 PM
Bistro Benito,"166 Earls Court Road, London SW5 9QQ England",723,"#1,271",+44 7952 427573,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",Open Hours Not Found
Troubadour London,"265 Old Brompton Road Earls Court, London SW5 9JA England",667,"#1,272",+44 20 7341 6333,$$ - $$$,"[' Bar', ' International', ' European']",10:00 AM - 12:00 AM
The Pine,"Winchester House 259-269 Old Marylebone Road, London NW1 5RA England",15,"#6,607",+44 20 3556 9960,$$ - $$$,"[' Lebanese', ' Mediterranean', ' Grill']",11:00 AM - 12:00 AM
Lopen Raj Winchmore Hill,"828- 830 Green lanes, London N21 2RT England",19,"#7,227",+44 20 3927 7717,$$ - $$$,"[' Mexican', ' Indian', ' Asian']",12:00 PM - 10:00 PM
Fig Tree Cafe,"228 Saint Paul's Road, London N1 2LJ England",118,"#1,275",+44 7342 740103,$,"[' Cafe', ' Mediterranean', ' European']",7:30 AM - 5:00 PM
The Quality Chop House,"88-94 Farringdon Road, London EC1R 3EA England",501,"#1,276",+44 20 7278 1452,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 5:00 PM
Honest Burgers Hammersmith,"24 Fulham Palace Rd Hammersmith, London W6 9PH England",238,"#1,277",+44 20 3019 7172,$$ - $$$,"[' American', ' Bar', ' British']",11:30 AM - 10:00 PM
1751 Distillery Bar & Kitchen,"5 More London Place Tooley Street, London SE1 2BY England",204,"#1,274","5 More London Place Tooley Street, London SE1 2BY England",$$ - $$$,[' British'],6:30 AM - 10:30 AM
The Breakfast Club,"2-4 Rufus Street Hoxton, London N1 6PE England",844,"#1,273",+44 20 7729 5252,$$ - $$$,"[' American', ' Cafe', ' British']",8:00 AM - 3:00 PM
Mezze Grill,"131 Wembley Park Drive, Wembley HA9 8HQ England",155,#6,+44 20 8900 1335,$$ - $$$,"[' Mediterranean', ' Turkish', ' Middle Eastern']",12:00 PM - 11:00 PM
Porcupine,"48 Charing Cross Road, London WC2H 0BS England",802,"#1,279",+44 20 7379 9855,$$ - $$$,"[' Bar', ' British', ' Pub']",10:00 AM - 11:00 PM
Fallow St James's,"52 Haymarket, London SW1Y 4RP England",358,"#1,268",+44 20 8017 1788,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Gluten Free Options']",7:30 AM - 11:00 PM
Cafe Murano St James,"33 St. James's Street, London SW1A 1HD England",987,"#1,276",+44 20 3371 5559,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 3:00 PM
The Caviar Bar,"4 Medici Courtyard Hanover Square, Mayfair, London W1S 1BR England",8,"#6,238", See all hours,Seafood,"[' Sushi', ' Wine Bar']",11:00 AM - 4:00 PM
Bellamy's Restaurant,"18A Bruton Place, London W1J 6LY England",279,"#1,282",+44 20 7491 2727,$$$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 11:30 PM
Fez Mangal Ladbroke Grove,"104 Ladbroke Grove, London W11 1PY England",458,"#1,283",+44 20 7229 3010,$,"[' Mediterranean', ' Barbecue', ' Turkish']",12:00 PM - 11:30 PM
Zizzi - Central St Giles,"8 Central St Giles Plaza Bucknall St, London WC2H 8AB England",992,"#1,281",+44 20 3302 0019,$$ - $$$,"[' Italian', ' Pizza', ' European']",11:30 AM - 10:00 PM
Dinings,"22 Harcourt Street, London W1H 4HH England",520,"#1,285",+44 20 7723 0666,$$$$,"[' Japanese', ' Sushi', ' Asian']",5:30 PM - 10:00 PM
The London Cabaret Club,"Bloomsbury Square Victoria House 5, London WC1B 4DA England",331,"#1,879",+44 20 7242 0002,$$ - $$$,"[' International', ' British', ' Grill']",9:00 AM - 9:00 PM
Pie Crust,"273 High Street, London E15 2TF England",263,"#1,287",+44 20 8534 2873,$,"[' Asian', ' Thai', ' Vegetarian Friendly']",11:00 AM - 3:00 PM
Booma,"London SW9 6AH 244 Brixton Road, London SW9 6AH England",153,"#1,288",+44 20 7737 4999,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:30 PM - 10:00 PM
The Archduke,"Concert Hall Approach South Bank, London SE1 8XU England","1,070","#1,286",+44 20 7928 1931,$$ - $$$,"[' Steakhouse', ' Bar', ' European']",12:00 PM - 9:00 PM
Caldesi In Marylebone,"118 Marylebone Lane, London W1U 2QF England",605,"#1,289",+02074870754,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 2:45 PM
Tas Restaurant Bloomsbury,"22 Bloomsbury Street, London WC1B 3QJ England","1,061","#1,291",+44 20 7637 4555,$$ - $$$,"[' Mediterranean', ' Turkish', ' Grill']",12:00 PM - 10:30 PM
Boyds Grill & Wine Bar,"8 Northumberland Avenue Central London, London WC2N 5BY England",617,"#1,257",+44 20 7808 3344,$$ - $$$,"[' European', ' Grill', ' Wine Bar']",7:00 AM - 12:00 AM
Misato,"11 Wardour Street, London W1D 6PG England","1,008","#1,291",+44 20 7734 0808,$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 8:00 PM
Kings Cross Tandoori,"341 Gray's Inn Road, London WC1X 8PX England",544,"#1,295",+44 20 7278 0506,$$ - $$$,"[' Indian', ' Asian', ' Balti']",12:00 PM - 12:00 AM
LPM Restaurant & Bar,"53-54 Brook's Mews Mayfair, London W1K 4EG England",886,"#1,294",+44 20 7495 4774,$$$$,"[' French', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 3:00 PM
Jamon Jamon Soho,"3 Caxton Walk, London WC2H 8PW England","1,729",#775,+44 20 7836 6969,$$ - $$$,"[' International', ' Mediterranean', ' European']",12:00 PM - 11:30 PM
The Real Greek - St. Martin's Lane,"54 St. Martin's Lane, London WC2N 4EA England","1,032","#1,292",+44 20 7240 8531,$$ - $$$,"[' Mediterranean', ' Greek', ' Vegetarian Friendly']",12:00 PM - 9:00 PM
Tapas Brindisa Soho,"46 Broadwick Street, London W1F 7AF England",697,"#1,296",+44 20 7534 1690,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 11:30 PM
La Barrique Wine Bar & Pizzeria,"Warehouse K Western Gateway, London E16 1DR England",352,"#1,299",+44 20 7474 8042,$$ - $$$,"[' Italian', ' Pizza', ' European']",12:00 PM - 11:00 PM
Hithe + Seek,"60 Upper Thames St The Westin London City, Third Floor, London EC4V 3AD England",48,"#1,775",+44 20 3988 0141,$$ - $$$,"[' Bar', ' International', ' Dining bars']",4:00 PM - 12:00 AM
Amazonico London,"10 Berkeley Square Mayfair, London W1J 6BR England",719,"#1,301", See all hours,$$$$,"[' Brazilian', ' Latin']",12:00 PM - 12:00 AM
Franco Manca Tottenham Court Road,"98 Tottenham Court Road, London W1T 4TR England",987,"#1,302",+44 20 3026 8124,$,"[' Pizza', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 10:00 PM
Elementree,"108 Cricklewood Broadway, London NW2 3EJ England",159,"#1,303",+44 20 8830 9344,$$ - $$$,"[' Italian', ' Bar', ' Pizza']",11:00 AM - 11:00 PM
The Bear & Staff,"10-12 Bear Street Leicester Square, London WC2H 7AX England",772,"#1,301",+44 20 7321 0814,$$ - $$$,"[' Brew Pub', ' Bar', ' British']",12:00 PM - 10:30 PM
McGlynn's Free House,"1-5 Whidborne Street Kings Cross, London WC1H 8ET England",284,"#1,305",+44 20 7916 9816,$,"[' Bar', ' British', ' Pub']",12:00 PM - 5:00 PM
Yak & Yeti - Finsbury Park,"143 Stroud Green Road Finsbury Park, London N4 3PZ England",290,"#2,044",+44 20 7263 2112,$$ - $$$,"[' Indian', ' Asian', ' Tibetan']",12:00 PM - 11:30 PM
The Queen's Arms,"30 Queen's Gate Mews Kensington, London SW7 5QL England",829,"#1,306",+44 20 7823 9293,$$ - $$$,"[' Bar', ' International', ' British']",12:00 PM - 10:30 PM
,There is no content for  yet.,0,"#1,307",Phone Not Found,Pricing Not Found,Cuisine Type Not Found,Open Hours Not Found
The Fox & Pheasant,"1 Billing Road Chelsea, London SW10 9UJ England",175,"#1,308",+44 20 7352 2943,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 11:00 PM
The White Horse,"16 Newburgh Street Carnaby Street, London W1F 7RY England",410,"#1,296",+44 20 7494 9748,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 9:30 PM
"The King's Head, Earl's Court","17 Hogarth Place Earl's Court, London SW5 0QT England",434,"#1,309",+44 20 7373 5239,$$ - $$$,"[' Brew Pub', ' European', ' British']",10:00 AM - 10:00 PM
Pane Cunzato - Pizza & more,"49 Museum Street, London WC1A 1LY England",709,#501,+44 20 3581 1747,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 9:30 PM
Garrick Arms,"8-10 Charing Cross Road, London WC2H 0HG England",492,"#1,311",+44 20 7240 5556,$$ - $$$,"[' Bar', ' British', ' Pub']",11:00 AM - 10:30 PM
Arang Restaurant,"9 Golden Square Soho, London W1F 9HZ England",301,"#1,313",+44 20 7434 2073,$$ - $$$,"[' Barbecue', ' Asian', ' Korean']",12:00 PM - 10:00 PM
The Delaunay,"55 Aldwych, London WC2B 4BB England","3,500","#1,319",+44 20 7499 8558,$$ - $$$,"[' German', ' Austrian', ' European']",7:00 AM - 10:30 PM
Black Salt,"505-507 Upper Richmond Road West, East Sheen, London SW14 7DE England",111,"#1,317",+44 02045483327,$$ - $$$,"[' Indian', ' Asian', ' Healthy']",12:00 PM - 9:00 PM
Sheila's Cafe,"24A Craven Terrace Lancester Mews, London W2 3QH England",387,#418,+44 20 7402 8065,$,"[' Cafe', ' British', ' Vegetarian Friendly']",7:00 AM - 4:00 PM
Cristina's,"8-10 North Street, Barking IG11 8AW England",490,#1,+44 20 8127 4329,$$ - $$$,"[' Steakhouse', ' International', ' European']",12:00 PM - 11:00 PM
Asado Steakhouse,"166 High Road Leytonstone, London E15 1UA England",76,"#1,318", See all hours,$$ - $$$,"[' Steakhouse', ' Argentinean']",12:00 PM - 11:00 PM
Social Eating House,"58 Poland Street Soho, London W1F 7NR England","1,506","#1,316",+44 20 7993 3251,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 2:15 PM
NOPI,"21-22 Warwick Street, London W1B 5NE England","2,885","#1,328",+44 20 7494 9584,$$$$,"[' Mediterranean', ' Asian', ' Healthy']",12:00 PM - 4:00 PM
Coqfighter Kings Cross,"3 Caledonian Road, London N1 9Dx England",5,"#14,291","There aren't enough food, service, value or atmosphere ratings for Coqfighter Kings Cross yet. Be one of the first to write a review!",$$ - $$$,[' American'],12:00 PM - 9:00 PM
